name,tourism,email,phone,website,coordinates
Rara Guest House and Restaurant,guest_house,NULL,"+977 9749873547, +977-9818858337",NULL,"[85.327071, 27.7527961]"
S.S. Hotel Dream,hotel,NULL,NULL,NULL,"[85.3268545, 27.7523467]"
Buddha Statue,artwork,NULL,NULL,NULL,"[85.3147173, 27.7424751]"
Shiva,artwork,NULL,NULL,NULL,"[85.3147382, 27.7425135]"
Ganesh,artwork,NULL,NULL,NULL,"[85.3147481, 27.7425111]"
Welcome Hotel,hotel,NULL,NULL,NULL,"[85.3123947, 27.7386108]"
SHERPA HOTEL,hotel,NULL,NULL,NULL,"[85.326772, 27.7405707]"
KIRAN ART,artwork,NULL,NULL,NULL,"[85.3310474, 27.7427758]"
Decoration and Fine Art Gallery,gallery,NULL,NULL,NULL,"[85.315746, 27.7489458]"
Tanahu Gorkha Guest House,guest_house,NULL,NULL,NULL,"[85.3282024, 27.740272]"
Lumbini Gandaki Guest House,guest_house,NULL,NULL,NULL,"[85.3089075, 27.7372476]"
The Aquarium World,aquarium,NULL,NULL,NULL,"[85.3355438, 27.7471527]"
Tykan Guest House,guest_house,NULL,NULL,NULL,"[85.3332774, 27.7423715]"
Nepal Boys Hostel,hostel,NULL,014111533,NULL,"[85.3444008, 27.6834092]"
NULL,guest_house,NULL,NULL,NULL,"[85.3118607, 27.7116621]"
NULL,guest_house,NULL,NULL,NULL,"[85.3097243, 27.7366054]"
NULL,hotel,NULL,NULL,NULL,"[85.3118353, 27.7346221]"
Pokhara Susmita Guest House,guest_house,NULL,NULL,NULL,"[85.3120867, 27.7351122]"
Abhiyu Guest House,guest_house,NULL,NULL,NULL,"[85.3119665, 27.7351106]"
Hotel New basuki and resturant,guest_house,NULL,NULL,NULL,"[85.311855, 27.7351324]"
Royal Jhapa Guest House,guest_house,NULL,NULL,NULL,"[85.3117397, 27.7351067]"
New Laxmi Hotel Pvt Ltd,hotel,NULL,9823007300,NULL,"[85.3116377, 27.7351295]"
Divine Home Guest House,guest_house,NULL,NULL,NULL,"[85.3114588, 27.7350666]"
Barahi Pokhara Guest House,guest_house,NULL,NULL,NULL,"[85.311447, 27.7350476]"
Baikuntha Guest House,guest_house,NULL,NULL,NULL,"[85.3109037, 27.7350794]"
Hotel Araniko,guest_house,NULL,NULL,NULL,"[85.3102215, 27.7351855]"
fyafulla guest house,guest_house,NULL,NULL,NULL,"[85.3101669, 27.7351304]"
Mount Everest Guest House,guest_house,NULL,NULL,NULL,"[85.3099966, 27.7351452]"
Paschimim Lumbini Guest House,guest_house,NULL,NULL,NULL,"[85.3097494, 27.7351833]"
Parbat Pokhara Guest House,guest_house,NULL,NULL,NULL,"[85.3095971, 27.7352688]"
New Pokhara Guest House,guest_house,NULL,NULL,NULL,"[85.3096422, 27.7352145]"
Sungabha Baglung Guest House,guest_house,NULL,NULL,NULL,"[85.3095385, 27.7351984]"
Sungabha Guest Hopuse,guest_house,NULL,NULL,NULL,"[85.3095116, 27.7351925]"
Bharat Guest House,guest_house,NULL,NULL,NULL,"[85.3094479, 27.7352351]"
Morang Parbat Hotel Guest House,guest_house,NULL,NULL,NULL,"[85.3094157, 27.7352389]"
Terhathum Chiwan Guest House,guest_house,NULL,NULL,NULL,"[85.309135, 27.7352668]"
Hotel Yeti,guest_house,NULL,NULL,NULL,"[85.3089102, 27.7353326]"
NULL,apartment,NULL,NULL,NULL,"[85.3643805, 27.7401258]"
NULL,apartment,NULL,NULL,NULL,"[85.3129394, 27.7527411]"
Memorial Girls Hostel,hostel,NULL,NULL,NULL,"[85.329452, 27.6961191]"
NULL,apartment,NULL,NULL,NULL,"[85.2758158, 27.7031022]"
श्री तारा होस्टल,hotel,NULL,NULL,http://www.hotelshreetara.com,"[85.3144159, 27.7155656]"
Subharambha Motel Homes Pvt.Ltd,hotel,NULL,NULL,NULL,"[85.3492694, 27.6799165]"
Bihani Guest House,guest_house,NULL,NULL,NULL,"[85.3492935, 27.6801485]"
Nor Guest House,guest_house,NULL,NULL,NULL,"[85.3486972, 27.68386]"
Khotang Kirat Hotel,hotel,NULL,NULL,NULL,"[85.3435851, 27.6848737]"
Hamro Niwas Boys Hostel,hostel,NULL,015104514,NULL,"[85.3424724, 27.6827828]"
Dreams Boys Hostel,hostel,NULL,NULL,NULL,"[85.3403464, 27.6818969]"
Study Boys Hostel,hostel,NULL,NULL,NULL,"[85.3396525, 27.6752791]"
Global Boys Hostel,hostel,NULL,NULL,NULL,"[85.3434637, 27.6837233]"
Triton Girls Hostel,hostel,NULL,NULL,NULL,"[85.3438558, 27.6828002]"
Om Girls Hostel,hostel,NULL,NULL,NULL,"[85.3440833, 27.6842699]"
Maa Durga Girls Hostel,hostel,NULL,NULL,NULL,"[85.3447888, 27.6841484]"
Manya Girls Hostel,hostel,NULL,NULL,NULL,"[85.3445219, 27.6849848]"
Aadhya Girls Hostel,hostel,NULL,NULL,NULL,"[85.3445308, 27.6850877]"
Hotel Paris Plaza,hotel,NULL,NULL,NULL,"[85.3468885, 27.6823137]"
Hotel Chandragiri Inn Guest House,hotel,NULL,015199550,NULL,"[85.34796, 27.6820245]"
Gajurmukhi Hotel,hotel,NULL,NULL,NULL,"[85.34828, 27.6830463]"
Sajha Boys Hostel,hostel,NULL,NULL,NULL,"[85.3485731, 27.683332]"
Global Boys Hostel,hostel,NULL,NULL,NULL,"[85.3439982, 27.685432]"
Purbeli Guest House,guest_house,NULL,NULL,NULL,"[85.3466532, 27.6777735]"
Om Mahalaxmi Boys Hostel,hostel,NULL,NULL,NULL,"[85.346078, 27.6853475]"
Gravity Boys Hostel,hostel,NULL,NULL,NULL,"[85.3465679, 27.6850417]"
Miracle Boys Hostel,hostel,NULL,NULL,NULL,"[85.346811, 27.6848992]"
Shree Laxmi Girls Hostel,hostel,NULL,NULL,NULL,"[85.3456197, 27.6845296]"
Subhida Girls Hostel,hostel,NULL,0141111578,NULL,"[85.3454484, 27.6850739]"
Sanima Girls Hostel,hostel,NULL,NULL,NULL,"[85.3418041, 27.6743045]"
Hotel Trimurti Pvt.Ltd,hotel,NULL,"015147334,015147335",NULL,"[85.345638, 27.6769816]"
Hotel Blissful Pvt.Ltd,hotel,NULL,015910180,NULL,"[85.3440803, 27.6766532]"
Maa Pathivara Boys Hostel,hostel,NULL,NULL,NULL,"[85.3439978, 27.6757376]"
Manakamana Guest House Tatha Hotel,guest_house,NULL,014600823,NULL,"[85.3435432, 27.6758157]"
Sanjivani Boys Hostel,hostel,NULL,014601152,NULL,"[85.3417031, 27.6781699]"
Ananda Bhumi Hostel,hostel,rabing0101@gmail.com,NULL,NULL,"[85.3454149, 27.6804211]"
Aaha Boys Hostel,hostel,NULL,NULL,NULL,"[85.3399586, 27.6809087]"
Sarlahi Boys Hostel,hostel,NULL,015908202,NULL,"[85.3405492, 27.6815789]"
Adriz Boys Home,hostel,NULL,NULL,NULL,"[85.3418485, 27.6816664]"
Om Shanti Boys Hostel,hostel,NULL,NULL,NULL,"[85.3421748, 27.6816768]"
Apuls Boys Hostel,hostel,NULL,NULL,NULL,"[85.3449915, 27.6814032]"
Arigato Boys Hostel,hostel,NULL,NULL,NULL,"[85.345156, 27.6808082]"
Paris Boys Hotel,hostel,parisboyshostel@gmail.com,NULL,NULL,"[85.3464158, 27.6817485]"
The Nayak Boys Hostel,hostel,NULL,NULL,NULL,"[85.3468913, 27.6798118]"
The Sunkoshi Guest House,guest_house,NULL,014602236,NULL,"[85.3483824, 27.6803561]"
Boys Hostel,hostel,NULL,NULL,NULL,"[85.3486136, 27.6802724]"
Himalayan Boys Hostel,hostel,NULL,NULL,NULL,"[85.347461, 27.6817519]"
Kantipur Guest House,guest_house,NULL,014602125,NULL,"[85.348184, 27.681235]"
Oyo Hotel And Resturant Tapoban,hotel,NULL,014600974,NULL,"[85.3486419, 27.6807741]"
Prabashi Hotel,hotel,NULL,NULL,NULL,"[85.3487687, 27.6809609]"
Hotel Namaste Pathivara,hotel,NULL,01519910,NULL,"[85.3486505, 27.6821376]"
Greatwall Boys Hostel,hostel,sapkotaram575panchthar1@gmail.com,NULL,NULL,"[85.348647, 27.682734]"
Family Girls Hostel,hostel,NULL,NULL,NULL,"[85.34709, 27.6825094]"
Aimers Boys Hostel,hostel,NULL,NULL,NULL,"[85.3471164, 27.6836716]"
Sambriddhi Boys Hostel,hostel,NULL,NULL,NULL,"[85.3461127, 27.6850936]"
Jasmine Apartment Hotel,hotel,NULL,NULL,NULL,"[85.3465064, 27.6838252]"
Unique Boys Hostel,hostel,NULL,NULL,NULL,"[85.3451907, 27.6846848]"
Subhasi Boys Hostel,hostel,NULL,NULL,NULL,"[85.3454509, 27.6847045]"
Maitighar Girls Hostel,hostel,NULL,NULL,NULL,"[85.3456735, 27.6847766]"
Aayan Boys Hostel,hostel,NULL,NULL,NULL,"[85.3455741, 27.6852942]"
Marigold Boys Hostel,hostel,NULL,NULL,NULL,"[85.3435236, 27.6811538]"
Surya Homestay,hotel,NULL,NULL,NULL,"[85.3424515, 27.6811929]"
Milestone hotel,hotel,NULL,NULL,NULL,"[85.3117635, 27.7134709]"
Trekkers Hostel,hostel,NULL,NULL,NULL,"[85.3092833, 27.7130038]"
Himalayan Guest House,guest_house,NULL,NULL,NULL,"[85.3471254, 27.6781108]"
Banepali Guest House,guest_house,NULL,NULL,NULL,"[85.3466618, 27.6776748]"
Divine Home Girls Hostel,hostel,NULL,NULL,NULL,"[85.3396712, 27.675453]"
Family Boys Hostel,hostel,NULL,NULL,NULL,"[85.3417365, 27.6742526]"
Divine Boys Hostel,hostel,NULL,NULL,NULL,"[85.3416164, 27.6743288]"
Prathista Guest House,guest_house,NULL,NULL,NULL,"[85.3441932, 27.6773288]"
Anisha Shrestha Hotel,hotel,NULL,NULL,NULL,"[85.3428325, 27.6775611]"
Om Shivanandi Boys Hostel,hostel,NULL,NULL,NULL,"[85.3430175, 27.6777447]"
Koteshwor Boys Hostel,hostel,NULL,NULL,NULL,"[85.3431803, 27.6776332]"
Shree Bagwasori Hotel,hotel,NULL,NULL,NULL,"[85.3396048, 27.682177]"
Greenland Family Boys Hostel,hostel,NULL,NULL,NULL,"[85.3449604, 27.6813051]"
Alert Boys Hostel,hostel,NULL,NULL,NULL,"[85.3449891, 27.6811486]"
Hotel Ratnajyoti,hotel,NULL,NULL,NULL,"[85.3473165, 27.6806599]"
Hotel B And D Fastfood Cafe,hotel,NULL,NULL,NULL,"[85.3479864, 27.6805493]"
Koteshwor Youth Hostel,hostel,NULL,NULL,NULL,"[85.3484551, 27.6802179]"
Hotel Living Lion,hotel,NULL,014610636,NULL,"[85.348577, 27.680432]"
32 Peace Home,guest_house,NULL,NULL,NULL,"[85.3082998, 27.7180943]"
NULL,hostel,NULL,NULL,NULL,"[85.3115409, 27.7169136]"
NULL,artwork,NULL,NULL,NULL,"[85.3101488, 27.7109375]"
NULL,guest_house,pantmuk@gmail.com,+9779841241777,NULL,"[85.2858391, 27.7258137]"
NULL,apartment,NULL,NULL,NULL,"[85.3098207, 27.7239053]"
NULL,artwork,NULL,NULL,NULL,"[85.310593, 27.7185699]"
NULL,apartment,NULL,NULL,NULL,"[85.3165993, 27.7575538]"
NULL,attraction,NULL,NULL,NULL,"[85.2713509, 27.6892587]"
NULL,apartment,NULL,NULL,NULL,"[85.3348024, 27.7405202]"
NULL,attraction,NULL,NULL,NULL,"[85.1993373, 27.7078885]"
NULL,attraction,NULL,NULL,NULL,"[85.3112875, 27.709311]"
Beehive Hostel,hostel,NULL,NULL,NULL,"[85.3081648, 27.7182151]"
NULL,hostel,NULL,NULL,NULL,"[85.3265683, 27.7002152]"
Hotel Sweet Dreams,hotel,hotelsweetdreamsthamelnepal@gmail.com,+977 1-4513815,NULL,"[85.3110763, 27.7157381]"
NULL,hotel,bickeshqq@gmail.com,9861656594,NULL,"[85.3064149, 27.7104898]"
NULL,hostel,NULL,NULL,NULL,"[85.3264903, 27.7003012]"
NULL,hotel,NULL,NULL,NULL,"[85.3107959, 27.7040189]"
Hotel Sukun,guest_house,NULL,NULL,NULL,"[85.3536331, 27.6993275]"
saandar,hotel,NULL,NULL,NULL,"[85.3736702, 27.6985361]"
Tapes Resort,hotel,NULL,NULL,NULL,"[85.3631629, 27.7798132]"
NULL,viewpoint,NULL,NULL,NULL,"[85.2229496, 27.7179875]"
Hotel Grand View,hotel,NULL,NULL,NULL,"[85.3474592, 27.7143211]"
NULL,hostel,NULL,NULL,NULL,"[85.3766757, 27.7097478]"
NULL,hostel,NULL,NULL,NULL,"[85.3768604, 27.7097097]"
NULL,artwork,NULL,NULL,NULL,"[85.3848391, 27.7035007]"
NULL,hostel,NULL,NULL,NULL,"[85.3778097, 27.7102843]"
NULL,guest_house,NULL,NULL,NULL,"[85.3787936, 27.7133482]"
NULL,hotel,info@thevannasut.com,NULL,NULL,"[85.360059, 27.7201715]"
Sathi Girls Hostel,hostel,NULL,9844064720,NULL,"[85.3262438, 27.6883989]"
NULL,hotel,NULL,NULL,NULL,"[85.3514439, 27.7002041]"
NULL,hostel,NULL,NULL,NULL,"[85.3304644, 27.6999788]"
NULL,hostel,NULL,NULL,NULL,"[85.3299035, 27.6961615]"
Lion sculpture,artwork,NULL,NULL,NULL,"[85.4211322, 27.8096669]"
Hotel Aerocity,hotel,NULL,+9779851320339,https://hotel-aerocity.business.site/.,"[85.3522439, 27.7022099]"
NULL,attraction,NULL,NULL,NULL,"[85.2929885, 27.7144457]"
NULL,hotel,NULL,NULL,NULL,"[85.350652, 27.705884]"
NULL,hostel,NULL,NULL,NULL,"[85.3126513, 27.7151494]"
Hotel Nepalaya,hotel,NULL,+977015369141,https://www.hotelnepalaya.com/,"[85.3115632, 27.7114949]"
NULL,hostel,NULL,014770240,NULL,"[85.3298997, 27.6997614]"
Purna villa,apartment,NULL,NULL,NULL,"[85.2829672, 27.7781521]"
NULL,artwork,NULL,NULL,NULL,"[85.4969647, 27.752002]"
Entry to National Park,information,NULL,NULL,NULL,"[85.4894769, 27.7794173]"
NULL,artwork,NULL,NULL,NULL,"[85.3854705, 27.8120723]"
Hello KTM Hostel,hostel,NULL,+9779761610144,NULL,"[85.3057487, 27.7156606]"
NULL,hostel,NULL,9849090880,NULL,"[85.3277832, 27.6997231]"
NULL,hostel,NULL,NULL,NULL,"[85.3087503, 27.7120788]"
NULL,hostel,NULL,NULL,NULL,"[85.3108084, 27.7118923]"
NULL,hostel,NULL,NULL,NULL,"[85.3082525, 27.7181986]"
NULL,hostel,NULL,NULL,NULL,"[85.3123245, 27.7166198]"
NULL,hostel,NULL,NULL,NULL,"[85.3081849, 27.7172337]"
NULL,hostel,NULL,NULL,NULL,"[85.310958, 27.7108047]"
NULL,hostel,NULL,NULL,NULL,"[85.3063835, 27.7174076]"
NULL,hostel,NULL,NULL,NULL,"[85.3622351, 27.7242586]"
NULL,hostel,NULL,NULL,NULL,"[85.3065127, 27.7159251]"
NULL,hostel,NULL,NULL,NULL,"[85.3082133, 27.7137172]"
NULL,hostel,NULL,NULL,NULL,"[85.3070146, 27.717127]"
NULL,hostel,NULL,NULL,NULL,"[85.3125588, 27.7134745]"
NULL,hostel,NULL,NULL,NULL,"[85.3073066, 27.715345]"
NULL,hostel,NULL,NULL,NULL,"[85.283085, 27.7290546]"
NULL,hostel,NULL,NULL,NULL,"[85.3077917, 27.7167642]"
NULL,hostel,NULL,NULL,NULL,"[85.2846024, 27.7141055]"
NULL,hostel,NULL,NULL,NULL,"[85.3109695, 27.7108015]"
NULL,attraction,NULL,NULL,NULL,"[85.3699447, 27.7340348]"
NULL,hotel,NULL,NULL,NULL,"[85.3638756, 27.726584]"
Anu Niwas,apartment,NULL,014153501,NULL,"[85.3931985, 27.7055758]"
NULL,viewpoint,NULL,NULL,NULL,"[85.2905892, 27.7146907]"
Buddha Statues,artwork,NULL,NULL,NULL,"[85.2915416, 27.7147162]"
NULL,viewpoint,NULL,NULL,NULL,"[85.2905242, 27.7146619]"
NULL,viewpoint,NULL,NULL,NULL,"[85.2903972, 27.7146127]"
NULL,viewpoint,NULL,NULL,NULL,"[85.2906385, 27.71479]"
NULL,hostel,NULL,NULL,NULL,"[85.281008, 27.673955]"
NULL,hostel,NULL,NULL,NULL,"[85.2809469, 27.6738826]"
New Buddha Boy's Hostel,hostel,NULL,NULL,NULL,"[85.348157, 27.719372]"
Prestige Apartments,apartment,NULL,NULL,NULL,"[85.3411845, 27.7333821]"
NULL,guest_house,NULL,NULL,NULL,"[85.2939878, 27.7558611]"
Shivapuri Retreat,hotel,NULL,01-524873,NULL,"[85.3405711, 27.7888801]"
Hotel Horsunsa,hotel,NULL,01-5248047,https://www.facebook.com/p/Dada-Gaun-Hotel-Horsunsa-100043360193065/,"[85.3399582, 27.7888967]"
Royal Villa Resort,hotel,NULL,NULL,NULL,"[85.3410941, 27.7887045]"
Dandagaou Organic Resort,hotel,NULL,01-5248055,NULL,"[85.3421201, 27.7909338]"
NULL,hostel,NULL,NULL,NULL,"[85.3242632, 27.7075691]"
